Gene.Name,Group4,Group1,Group4.1,Group4.2,Group1.1,Group4.3,Group4.4,Group1.2,Group4.5,Group1.3,Group1.4,Group1.5,Group4.6,Group4.7,Group4.8,Group1.6,Group1.8,Group1.9,Group1.10,Group4.9,Group1.11,Group4.10,Group1.12,Group4.11,Group1.13,Group1.14,Group1.15,Group1.16,Group1.17,Group1.18,Group4.12,Group1.19,Group4.13,Group1.20,Group4.14,Group1.21,Group4.15,Group4.16,Group4.17,Group4.18,Group1.22,Group1.23,Group1.24,Group1.25,Group1.26,Group1.27,Group4.19,Group1.28,Group1.29,Group4.20,Group1.30,Group4.21
GLRX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874954.8082,0,575623.9428,0,0,897981.6782,0,0,0,0,0,1005005.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880568.9329,565949.7276,0,2008879.504,0,0,0
GATD3B,0,0,526587.8655,0,0,98564.49889,0,0,1774722.622,471997.0239,0,0,0,342541.0199,464144.2481,0,0,0,66432.06561,0,0,0,182027.5952,3411564.692,441718.3489,191279.1732,0,387051.0382,0,0,0,3288054.832,0,0,224483.7241,0,0,936848.1351,0,755027.3291,0,293449.776,0,0,1945449.709,565673.3223,0,0,172997.6788,135026.8644,741417.2859,166432.7362
CD209,962464.533,2574739.945,2087491.849,0,1698909.299,0,437677.0165,1337839.545,0,0,1085894.318,0,0,638339.6703,0,1290001.208,0,0,0,356431.1047,0,0,0,0,0,929351.8758,0,0,0,912100.0002,780111.1982,0,2669517.609,1479315.851,0,1336400.717,0,0,1279210.738,0,627699.5605,0,980513.7718,0,0,0,853402.1212,0,1589770.097,0,0,2395097.397
ANKRD13A,0,0,0,0,0,0,0,0,3397651.83,0,0,2756092.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCP2D1.AS1,0,0,0,0,0,2008533.247,0,1799060.647,1490840.968,0,2829515.92,1536843.916,1089602.647,3592482.627,1523862.988,0,0,0,1984764.056,0,0,0,2266267.38,7745683.766,8152479.344,0,3429463.564,2999404.893,0,1659179.764,0,0,0,1014863.222,0,0,0,0,0,3168972.08,0,0,0,0,2419305.943,1482032.858,0,0,0,1848489.49,0,2015880.009
TUFM,1266056.637,0,819088.1421,0,0,970125.8202,720884.7773,0,0,0,1851700.857,830018.2758,0,1929034.394,0,1036874.771,0,0,0,0,0,446358.1058,2348317.046,3459420.006,1994143.61,4713111.61,1225729.762,26098086.34,0,2207613.591,0,0,2087684.285,1363012.355,0,4298939.188,0,0,10196343.58,3657110.527,0,1643379.213,0,11722346.87,3363665.149,13455732.49,7945289.241,5401183.784,7996718.322,3962250.883,9746415.301,7206779.021
HLA.DPB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NNT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1.5,0,0,0,0,0,0,0,0,0,0,0,0,1873906.795,0,0,0,1882288.658,0,0,0,0,0,0,0,0,0,0,4737145.177,0,705058.4356,0,0,917516.8037,0,0,0,0,0,2058174.958,0,829913.0993,0,0,0,0,0,0,1549836.979,0,0,0,2620596.54
ARL6IP5,0,1209746.623,0,0,0,0,899998.9523,0,0,0,690111.6833,0,0,579812.0421,0,0,0,0,0,469833.0033,0,0,2100562.792,852305.2604,1637479.685,2275191.744,1680695.104,4183337.605,0,0,0,0,0,0,0,857419.0159,0,671252.3422,1597319.69,2792040.839,0,0,0,2116353.852,0,2383474.717,0,1505200.495,1901510.274,0,0,1153849.895
ITGB5,323974.3524,0,0,0,0,186396.3639,112384.3963,0,0,50790.22934,0,0,0,82033.29015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146011.4159,0,0,0,0,227349.7249,174628.8284,0,0,0,344741.393,0,0
PLAU,0,1076682.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGS6,1661759.153,0,0,0,0,5411891.366,1516246.817,0,0,0,1351870.282,0,1449534.771,0,0,0,0,0,0,0,0,0,2600879.327,6090543.466,7294869.845,1503577.467,0,4672532.023,2586850.737,2243168.073,1781031.08,0,3633190.709,1063117.357,0,2329760.062,0,916825.6321,11270902.88,3134790.695,1314429.663,2762056.965,0,43320661,17509332.08,6786403.817,24519926.26,2760081.51,12759670.5,4729681.879,29762385.32,25904983.3
CASP3,0,2132457.573,813974.7081,2493066.486,730319.1032,0,0,2150714.091,0,0,842464.0377,0,0,1418052.375,0,0,505001.5414,1095531.534,0,736507.8661,0,0,0,1646460.231,0,970378.5834,0,1169627.966,0,0,0,0,0,0,0,0,0,0,0,3000107.926,0,0,0,0,0,0,0,1732769.505,0,1479972.356,0,2184726.303
MDH1,1043676.858,0,650434.8092,0,0,0,0,0,0,0,1615167.132,0,0,0,0,2517018.368,0,998291.1224,0,0,0,0,4579272.05,1953237.373,0,0,995827.6043,0,2566596.902,0,0,0,0,0,0,0,849897.2579,0,0,3392650.669,0,0,0,0,1870021.812,1723938.472,0,4193911.274,0,2246630.07,1051998.347,3012819.583
PGRMC1,0,1368638.771,817077.5711,0,1854710.6,0,0,0,1390995.875,1040245.173,788312.3264,1127565.542,897053.5784,0,0,0,1911777.641,0,0,2738422.733,1857359.628,3150873.835,0,0,0,0,0,0,0,0,2642770.542,3706248.052,1075065.008,0,0,0,0,0,0,750089.8506,2364718.053,0,0,0,0,0,0,0,823184.2538,0,583992.0302,0
HNRNPA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28430.32255,24944.68656,18718.68754,0,0,0,18836.85893
FAM177A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3359526.99,0,0,0,0,0,0,0,1031215.727,0,0,1327319.185,2155950.057,0,0,0,0,0,1189144.201,1029922.885,0,0,0,664572.6293,0
ACO2,3231425.988,1430293.827,1673032.36,3836263.259,1719323.418,3332036.35,2534163.624,1440751.112,0,1347053.037,4250984.726,1525740.034,4841605.765,3589295.751,1650269.79,0,468279.0116,2643562.317,0,0,0,1168837.935,7392700.211,8068718.149,4963731.587,2288589.038,2533204.013,3719526.258,0,2873497.664,0,1070476.894,0,0,940592.6302,1832863.331,0,1590508.403,2295645.101,6185645.36,0,0,0,0,9012086.297,3951986.97,2158830.936,2714826.557,0,4062812.198,8467412.882,0
TLNRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168745.3743,0,0,0,0,0,0,0,0,0,0,0,0,160658.541
IGHV1.69.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637444.1127,0,0,0,0,0,715706.3745,0,0,0,0,0,425762.5097,0,505258.1895,0,0,0,392940.6702,0,0,0,0,0,0
ALOX5,0,0,183542.3742,0,0,174128.9814,140518.1315,238761.7186,0,216149.6561,200792.3265,123500.5128,0,0,0,625630.0557,0,196090.2417,262658.4566,144458.7698,153581.1321,0,0,0,0,0,186259.7936,0,125034.8584,279348.5182,331051.3894,241842.2696,0,178274.221,382655.0063,0,0,195290.8327,194923.0524,120687.7263,172572.9474,0,204596.9022,0,0,0,141861.8056,0,0,0,0,0
RNASET2,0,0,0,0,0,0,0,0,0,0,910104.6169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753057.3859,0,0,0,0,0,0
SIRPA,410093.7452,1187361.617,0,0,0,0,0,0,844839.822,645614.6472,1324348.734,948760.4106,1497811.175,0,2293344.837,1871527.215,0,0,0,0,0,0,2042820.483,0,0,3008316.764,0,7726364.949,0,0,0,0,0,0,0,0,0,0,1160291.818,0,0,849571.7521,0,5500475.498,0,0,0,0,5246690.729,3767415.386,6077489.776,0
ADD1,0,0,0,0,0,393342.7035,0,0,0,0,426443.416,316833.5206,0,537883.2923,252329.1393,0,0,293840.4241,0,0,0,0,0,0,151122.8628,0,303960.7109,421370.3786,0,0,0,0,0,0,0,0,0,0,265055.1987,270621.2209,0,0,0,0,0,344230.022,0,279467.1752,0,0,0,0
BST2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRHDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2302684.525,0,0,0,0,4120913.275,0,0,0,0,0,1215266.195,0,0,0,0,0,0,0,0,0,0,0,0,0,890763.6358,0,2061767.435,0,0,0,0,0,10044863.07,741022.847
ALOX5AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307719.6383,0,0,0,0,0,0,0,5439037.012,0,6295640.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251049.049,0
SELPLG,882984.7436,0,569482.3904,343311.085,0,0,564052.9192,0,0,456157.2339,0,460301.0096,0,0,0,0,401829.8398,0,495481.8579,0,0,538755.7278,1060069.621,0,1251814.501,805117.8315,510944.4707,895650.6646,0,0,0,0,0,0,0,0,0,0,1005038.143,926183.9817,0,968172.4518,717222.0798,0,576176.6795,21210843.65,0,889666.9714,1237838.841,1501832.53,0,1759636.424
PTPRCAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1342264.942,0,0,0,0,0,0,0,1098995.564,0,0,0,0,0
AXL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2453856.662,0,0,0,0,0,0,0,0,1439087.343,0,0,0,0,0,2233094.961,0,0,0,0
STUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526887.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769001.506,0,0,0,0,0,1709442.795,0,0,0,0,0,0
SCAMP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBI,0,0,0,0,0,0,0,0,0,0,0,0,0,1906257.377,470413.021,0,2206064.933,0,2977382.956,1387015.98,0,2187650.548,3334751.216,0,12430486.63,0,7793463.97,0,0,0,0,0,0,0,0,0,0,1806735.243,0,1272060.626,2204475.971,0,3172960.245,0,0,679715.5351,0,0,0,0,0,0
ADAMDEC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769989.1905,0,0,0,0,504047.9065,0,1572059.587,0,370485.8394,373854.0217,0,1682423.015,0,295625.8724,0,1684134.362,0,1333351.444,1984754.313,0,450157.8575,928478.0171,0,0,2524873.063,607005.8302,1170198.908,397383.3473,646171.6545,0,1350486.846,1656857.528,424855.0412,1179578.423
STK10,4301233.034,1835096.812,0,0,0,0,0,930526.6103,892688.8516,1182881.404,0,0,0,0,0,0,1405762.828,0,707890.9684,945979.102,0,0,0,0,579281.097,0,0,14286022.63,3973279.111,4203900.178,0,0,621263.5688,2154023.349,2996492.049,0,0,0,5756503.806,0,0,3169457.792,3660817.765,6360635.295,2405340.845,4868904.532,4436727.346,9568433.432,3608463.584,7670625.83,8982122.058,4623236.236
TSN,0,0,0,0,0,54361.46392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52981.76955,0,0,0,0,35298.45113,0,0,0,0,0,0,0,0,0,0,0,0,29697.79642,448316.6133,0,0,0,0,0,74911.29719,0,0,39722.94132,0,0,0
