Gene.Name,Group4,Group1,Group4.1,Group4.2,Group1.1,Group4.3,Group4.4,Group1.2,Group4.5,Group1.3,Group1.4,Group1.5,Group4.6,Group4.7,Group4.8,Group1.6,Group1.8,Group1.9,Group1.10,Group4.9,Group1.11,Group4.10,Group1.12,Group4.11,Group1.13,Group1.14,Group1.15,Group1.16,Group1.17,Group1.18,Group4.12,Group1.19,Group4.13,Group1.20,Group4.14,Group1.21,Group4.15,Group4.16,Group4.17,Group4.18,Group1.22,Group1.23,Group1.24,Group1.25,Group1.26,Group1.27,Group4.19,Group1.28,Group1.29,Group4.20,Group1.30,Group4.21
BCAM,0,0,0,0,0,0,0,0,0,0,0,0,0,536900.3964,0,0,0,0,0,0,0,0,0,0,0,0,0,1252061.4,0,0,0,0,0,0,0,596777.6639,583537.4689,0,1054545.288,970861.464,0,555002.0451,767247.7008,948690.9338,0,0,0,613989.1026,877751.7533,0,0,0
HPCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4604905.02,451870.0052,2200650.024,0,0,0,347870.0054,565465.4257,0,0,1883438.086,0,0,0,0,0,0,0,405129.1778,0,0,0,0,0,0,0,0,0,0,0,439838.5221,0,0,0,0
ATP5F1D,0,0,0,0,0,0,0,0,0,0,1034552.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997137.2995,0,1895527.777,0,0,2467849.776,0,0,0,0,0,0,0,1541952.327,2161247.354,0,1376709.117,0,0,0,1347931.918,0,0,0,0,1561274.352,0
PLEKHS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3570821.973,0,4603145.126,2377601.116,0,0,0,0,1438013.692,0,10953851.36,7567861.562,12359415.31,3053943.008,0,0,0,0,0,0,1151334.047,0,0,4435853.469,4551235.839,0,0,0,0,2733486.086,4640372.53,1565358.535,2792699.752,4139665.678,0,1691146.66,11967805.71
HPD,0,1401820.292,1609594.095,0,0,0,1501315.227,0,0,0,795516.6017,0,4524296.547,0,0,0,2091657.54,0,1470775.404,2275433.9,2165006.211,0,6376490.066,1178895.815,0,1660943.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10149758.72,0,0,0,0
FAM76A,29110364.61,35026270.05,30955765.69,24712575.7,19869967.26,17801247.34,104789647.1,105387298.5,35002624.44,70470285.46,34604210.88,50183878.21,42383422.96,89759288.05,22621866.17,48133770.11,29820235.53,45240506.83,89018568.92,35315872.79,29722102.86,24955983.34,0,0,31704719.92,34465639.81,38490173.92,15297041.45,1038467.965,2386969.08,23580933.36,50084181.07,74933093.82,47018252.53,53569512.23,0,1190552.429,1155040.454,2442572.635,59678797.49,61582526.82,0,72022135.29,29857867.81,31403096.61,22129275.2,23085850.8,22289716.08,20048736.7,1078360.767,0,0
KIAA0513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUCLG2,0,0,0,0,0,0,0,0,0,0,0,138823.4629,0,0,0,0,0,425922.5528,300615.3327,0,0,0,0,0,0,0,0,776272.0577,0,0,0,0,0,0,0,112944.3211,0,0,0,440904.5024,0,0,0,0,265773.68,0,258554.4058,0,0,0,0,0
TMED2,2063669.882,0,1601102.121,1744646.524,1966304.338,2060355.787,0,0,1223038.115,0,534838.3244,3515528.194,3419496.579,0,0,0,0,680139.9185,0,0,0,0,1152866.907,0,0,0,0,4139049.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554649.142,0,1816553.537,0
FARP1,471427585.1,1951305.303,0,3165597.169,0,4953984.035,0,0,0,0,0,0,0,0,667061.0756,1876446.427,0,0,0,0,0,0,378149.6277,459474.5924,350855.9387,885857.2456,1318963.262,0,1104296.919,1741070.436,1059729.535,0,0,0,0,1508349.548,0,0,1780028.207,0,468712.7231,0,0,3670723.489,2259105.033,0,2082206.77,1195229.883,2938256.025,0,1437682.104,1779611.765
WASF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12388160.52,0,0,0,0,0,0,0,0,0,0,0,0,1640452.091,0,0,0,0,0,0,0,0,0,0,3459037.528,4322854.681,0,0,0,0
LGALS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277689.412,567657.5177,0,0,0,0,0,0,0,0,0,1372286.831,636494.6977,706450.3035,0,0,0,804399.6126,1909546.743,0,0,2037723.217,1196892.418,1157993.082,2560620.731
PSME1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380758.8273,0,0,0,189812.1715,1452324.133,0,0,1657288.244,185495.0905,1473614.243,567020.4762,0,1515466.641,0,745504.9325,0,0,0,0,0,0,0,0,0,1602737.56,0,0,0,0,0,0,1125799.622,1702440.118,1331936.191,871463.9969,0,1041138.297
YARS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393444.1969,0,0,0,0,0,0,1079612.844,0,0,593769.2863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348082.9642,0,0,0,0,0,0
RASA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7668112.777,0,1040582.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9345745.034,0,0,1467577.478,0,0,0
SPIN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HADHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NT5E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH1,827572.7155,1172078.504,0,0,0,0,0,1134655.899,0,0,1187274.881,0,0,0,0,1606483.801,690253.5188,0,0,0,0,1421432.725,0,0,0,0,0,1211839.886,1265755.066,0,0,0,0,0,924950.4615,1003351.756,1182384.505,0,0,2083005.256,0,7852378.387,0,0,1318379.586,991306.2779,2223870.718,0,1968782.63,1698708.281,3479328.749,1462488.299
RAB18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKLE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDR9C7,0,0,668247.0991,0,0,0,0,0,0,0,0,0,0,1477771.834,0,1854891.712,0,0,923213.3338,561031.7322,971935.3614,0,0,0,0,0,1995580.901,0,0,835956.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1615446.556,0,0,0,0
SULT1A1,0,0,0,0,0,777464.2514,0,0,0,0,0,0,0,0,0,692399.8686,0,0,0,0,0,0,6528181.055,0,0,0,723409.9795,696836.7137,0,0,0,0,0,0,0,0,0,0,443192.3587,3048762.75,0,0,0,0,0,0,1185705.113,0,0,0,0,0
LIPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583106.5845,505365.4273,0,0,0,0,0,631923.9184,0,920387.5165,0,366719.2658,0,0,0,1147444.779,0,0,728456.8906,0,810505.5933
DARS1,1747414.946,0,0,0,0,0,0,0,0,0,67562467,0,0,0,599144.3044,1104936.555,0,664919.748,554352.5877,0,0,0,2321390.538,0,0,1559788.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGST1,0,685176.1854,631923.6932,0,0,0,0,0,0,0,0,0,0,0,6534148.741,0,0,504137.361,0,0,0,0,0,0,0,0,0,0,4117533.283,0,0,0,0,0,0,0,0,0,0,3041365.716,0,0,0,0,0,447030.4692,335068.1274,0,0,0,0,0
SHH,0,1145357.372,0,0,0,0,0,997483.3786,1016727.056,0,0,317018.4094,0,461820.0733,661538.2109,0,1109518.726,0,0,1435959.324,614689.9777,224568.5279,268042.3717,0,0,871692.1485,502627.3998,2586196.187,14229359.22,1834226.567,0,717867.7978,0,0,2638059.921,921269.8368,1996684.943,0,943132.3795,0,2724810.325,0,0,0,0,896750.1357,2013391.978,699998.9504,0,2388143.955,0,0
C1S.1,0,0,0,0,0,1236612.472,0,0,0,0,1312562.653,0,0,946334.8446,0,767905.7929,1288186.735,1941060.181,0,0,0,0,0,0,0,2017383.891,1888816.854,0,0,0,0,0,0,0,0,0,2025012.572,0,0,0,0,0,0,0,0,0,0,0,0,480841.2619,0,0
MAPK1,664003.3446,0,0,0,0,0,0,0,1563357.415,1800329.979,9366329.123,3060788.777,0,0,4273459.853,0,851465.2137,6092127.391,0,0,0,2487574.398,0,921715.4005,0,604250.8432,496499.9541,1074982.639,685352.2509,1041195.822,24815023.48,4105510.426,6282154.136,7241021.927,7742765.492,0,734597.1063,5926552.924,0,763447.5037,0,0,0,0,0,792787.3766,1530045.842,0,1261085.56,3043687.719,1441097.37,0
GPC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD53,0,0,0,0,0,0,0,0,0,0,1614514.437,666216.987,1376235.981,2187833.984,0,1159272.006,0,0,0,1132301.917,0,0,0,1684506.584,0,5383274.996,2382174.68,7230964.875,0,0,0,0,0,0,0,0,0,452440.1379,3586859.736,0,0,0,0,4230178.776,593100.6439,0,1669839.501,0,4335715.141,2208554.797,0,5105655.669
C16orf46,126112689.5,141197814.1,143350184,122757736.2,111790079.9,101001049.5,758244466.4,726622880.9,141485675.6,128962369.6,583117897.3,132931955.8,508944386.8,169432389.1,150640217.6,180099096.1,118447505.2,203890292.6,132637279.1,163229415.3,117091107.4,267591394.3,222015368,255141836.3,576433324.5,194461835.1,330970910.1,242039932.8,223074209.9,319498647.6,286789209.4,193162359.9,242811961.7,299779449.6,226883016,140608512.9,165622233.4,149431443.7,416473152.7,319397068,846380412.7,242016885.4,378992049.4,156976643.9,293703150.7,414824415.2,226255845.2,373887222.6,388887670.5,201704548.6,284122385.1,387766760.4
PLBD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876173.7927,0,0,0,0,1370487.898,0,0,0,898924.8465,0,1329323.143,0,0,0,1696766.63,0,1378376.442,1358926.224,0,0,0,0,0,0,1549535.872,0
TBCEL.TECTA,2271491.457,713558.305,750637.1657,0,1109302.812,1516395.986,1881864.926,0,526347.5908,0,2774141.537,1170920.219,2485030.678,3535654.626,0,0,0,1130951.543,0,0,343690.9515,0,0,2031937.309,0,1504238.807,871488.0664,1417288.631,1961269.513,1460588.898,3990534.13,4497902.553,0,4008428.212,4654229.323,2718691.93,5863252.671,5235698.491,0,1401592.927,2669098.305,0,3217004.044,1135033.473,2831876.214,1976101.189,3069307.036,1468100.407,784380.0068,535177.4516,4067821.329,0
S100A2,774401.5282,828720.0164,2412531.76,0,0,1721039.468,1287086.718,0,1034909.084,0,5557946.518,2088193.563,2934240.422,5963878.676,0,0,1636351.395,825755.8692,0,0,0,0,2255478.875,2198201.392,0,0,0,730361.3012,2854084.656,1304872.714,5000432.502,5269706.581,1107476.977,7612513.619,1054853.086,2576829.174,6460456.617,4585829.626,2339065.13,1030234.085,2295805.222,1188751.258,5077246.206,737085.5739,1587143.825,4102971.309,2154836.748,0,3199985.206,0,2327700.95,3519316.925
LAMC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104640.8237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3.1,189097.6056,0,0,0,0,359658.2772,0,0,0,0,260378.594,0,34996.3102,166380.1214,0,0,456202.0914,0,131530.6975,0,0,0,0,123763.347,0,92805.26532,69681.12346,0,0,0,0,0,0,0,0,165747.095,0,0,360263.4248,165372.8144,0,0,0,260043.6213,0,0,201171.5645,0,0,0,658795.3705,361220.1588
IGLV5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINDY1,0,0,0,0,0,1029819.14,0,1180678.076,0,0,0,0,0,0,0,0,0,1956510.179,1149777.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61272024.04,0,0,0,0,0,1007322.591,0,0,0,0,0,0
ROBO2,0,0,0,0,0,999261.919,0,0,0,0,0,0,2009135.41,0,0,2692680.364,0,1682774.648,2775609.907,0,0,1395689.225,3453771.637,3090154.608,0,1532576.041,1398969.372,6543694.019,0,7218772.172,0,0,0,0,0,0,0,0,0,0,0,0,0,1662689.507,0,0,0,0,0,0,0,0
IGHV3.16,0,0,0,0,2376174.869,0,0,1581852.339,0,0,0,0,0,0,0,0,1492488.564,0,0,0,0,0,0,0,0,0,0,3269041.064,2086949.037,8401117.989,979308.6274,0,0,0,0,1961047.952,0,0,3513805.423,0,5209150.688,1245137.853,0,0,7074339.222,0,0,0,0,0,1692244.667,25117285.29
SRA1,7631049.612,1081991.071,1880023.91,842047.8203,1194087.68,1583385.887,0,0,0,702209.0711,11273241.2,4910173.655,2194787.685,2814524.226,2340535.556,852403.3658,0,2688879.284,1432502.758,1122671.173,0,882117.1949,821456.9877,1214797.53,1610228.879,1310804.855,1430707.842,2548344.522,2827043.74,3168482.305,1996395.822,1411611.579,1077612.582,1311509.173,841234.049,1789777.134,1643605.714,1841098.382,5659108.788,3739432.564,0,3296467.218,0,1448373.32,0,2134980.228,1454603.666,5649536.217,6884471.961,0,1028929.915,2057811.339
PMFBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008925.002,0,0,6437436.191,0,0
FUCA2,0,0,1813003.619,0,0,674639.2721,1200519.325,1002106.163,0,4333153.794,0,797057.511,1875943.96,441496.3265,692272.3737,0,0,3369136.98,1390102.786,1437602.354,679475.8803,0,1411456.205,1284717.612,1244211.917,1487739.251,1913067.368,0,0,17889791.47,15885588.02,14359761.66,17134640.2,20248473.54,14745528.85,0,11609505.3,16387745.64,17038002.33,12634777.79,43095077.19,16431805.7,20625310.81,0,0,15960865.72,15620093.57,24205728.87,0,14513817.75,0,20505509.28
SHROOM3,1950006.297,696095.3638,0,2496201.231,887017.7104,1822163.653,802217.2981,0,0,691804.8965,2948841.063,1192915.921,1504377.534,2586541.894,490823.5176,0,0,2460039.283,0,0,0,0,3360921.896,2500372.796,2991927.114,0,2219621.858,1636927.732,0,2156499.864,0,0,667358.9654,0,0,1630659.442,0,1247623.476,2609387.477,2585987.613,0,0,0,0,3612250.338,2795507.446,0,1721550.488,0,2478517.693,4409197.329,0
PA2G4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786924.1631,0,0,0,0,0,0,0,0,0,0,0,1106940.461,0,0,0,0,0,0,0,0,0,0,0,1223502.452
ECH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GMPR,113853.6618,94769.38411,0,0,160943.4424,0,84370.51956,154091.9436,0,99756.76236,0,120216.3518,70228.31332,0,0,0,0,160854.9697,0,0,114407.4544,0,0,0,0,0,61253.91324,0,63283.19468,0,0,165378.8015,0,0,0,0,0,0,0,113371.0788,0,0,0,0,0,0,0,0,0,0,0,0
DSC2,725552.8376,934632.2833,0,0,0,0,0,0,0,879421.3329,0,0,825610.9964,0,0,0,0,0,1056460.264,0,0,0,2304112.115,0,0,840097.2027,594424.3786,744620.435,0,0,0,0,0,503014.7205,0,522618.6951,0,0,0,0,0,0,0,0,0,0,1094337.444,763057.9131,0,0,0,1336861.74
CYBRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPL,0,0,870094.8521,0,0,0,685261.5988,892509.1162,1187052.765,897432.1373,0,533862.0391,0,0,1338284.361,1153133.081,0,0,523915.4111,0,0,734932.1542,0,0,0,0,0,0,0,0,957158.7774,1424445.801,0,0,1290875.329,0,0,0,1136793.164,0,0,0,0,0,0,0,921179.5337,0,0,0,0,929264.5738
KLK7,0,0,0,0,0,1212696.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVI2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840162.346,0,0,0,0,0,0,0,0,1416624.556,0,0,0,0,1920361.136,1786590.671,0,0,0,0
DBN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLK9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCE1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNASE1L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377891.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3598104.083,0,2746459.82
IGF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10435264.84,0,0,1957679.118,18789940.08,0,0,0,0,0,0,11513889.32,3239420.165,13277364.95,0,0,0,0,6183662.14,0,0,0,0
NDUFS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGL,0,0,0,0,0,0,0,0,0,0,0,0,1516476.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPO7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEPTIN2,0,0,0,0,0,0,0,0,0,0,338364.5502,0,0,0,0,0,0,753479.3507,575834.0292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162815.1654,0,346437.933,510275.5561,735138.6499,0,244776.5455,0,174345.5799,405210.9788,0,0,925614.1731,505949.7015,0,0,626036.1276
RAB21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPD,229031.5323,0,0,0,0,0,0,0,0,1342353.834,76352.35811,0,0,0,0,0,1800613.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BICD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS15A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190095.0808,106741.29,0,0,0,0,992070.7169,0,925701.2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL36G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRFIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157959.5287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD101,787463.8639,539689.6748,514885.6442,0,655901.7931,0,0,616096.9953,0,0,0,0,434748.0337,0,0,0,0,0,0,0,0,0,2964612.053,0,0,0,0,0,0,0,1339904.756,0,0,0,0,0,0,0,149585.5807,0,0,0,0,319752.7898,0,0,362321.4219,260990.725,0,224633.7808,0,81888.73664
SPRR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPC,0,450824.3507,467182.4041,0,550140.5695,0,0,0,582718.3622,495371.8975,974660.8439,0,1126757.131,997154.453,0,1039429.865,208762.6759,0,0,0,195826.1359,177110.4307,0,0,257139.2958,0,0,2009195.188,2184429.313,1299756.928,0,0,1003934.389,1157534.15,0,1295219.31,786508.0025,445655.933,881472.7776,847729.515,0,1926932.109,844958.772,898495.8997,1195692.345,893394.1329,0,1593516.039,1479237.699,1819771.657,1498327.855,693101.1338
NRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRGN,0,0,0,0,0,0,0,0,0,0,596444.6445,0,0,501668.9606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMD12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNNC1,0,0,0,0,1953725.324,0,0,0,0,0,0,0,2924489.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACADL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TM9SF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LILRA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACS1,15764665.48,6135128.091,4842461.874,3489551.75,8923016.459,7178200.802,11172445.01,15379820.86,7588063.376,11552768.7,12548447.21,13133528,7452970.818,9141320.069,5430806.221,7712678.02,6710237.425,5148989.38,5016820.653,12630261.18,2677801.074,3115583.237,0,943624.0885,4147814.464,4023412.174,2411892.22,542167.4465,0,1774059.244,0,1555999.689,2340958.173,0,1530511.803,1150879.771,1653053.798,4015231.366,1466255.429,0,1572276.274,1614422.546,1535977.637,918519.1529,0,0,0,1428862.043,0,0,518972.2929,1443258
CYSTM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APLP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPM1F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443603.395,0,0,0,0,0,0,0,0,0,0,0,0,0,925094.6581,0,176316.6178,0,0,0,0,0,0,0,165123.4721
